hedge,sentence,gold,hedge_gold,worker_id,hedge_judgement
tecnicamente,"creo que por ahora esto es <strong>tecnicamente</strong> inviable... Si bien el proyecto haarp existe, pero es solo eso, un proyecto... es un grupo de cientificos investigando... pero la verdad que todavia estan lehjos de tener resultados practicos... que sirvan para algo...",FALSE,FALSE,A36ANMPRTRU654,TRUE
aproximadamente,"La mayoría de los sistemas de riego funcionan de manera ineficiente, por lo que se pierde <strong>aproximadamente</strong> el 60 por ciento del agua que se extrae, que se evapora o vuelve al cauce de los ríos o a los acuíferos subterráneos.",FALSE,FALSE,A36ANMPRTRU654,TRUE
puede,"Creo que hay casos en los cuales es mas facil prestarle atencion a ideas que se basan en evidencia cientifica o empirica, pero lo bueno de la filosofia es que con ella siempre se <strong>puede</strong> ir mas alla que eso.",TRUE,FALSE,ACM35WAJGNTJC,FALSE
probablemente,"Me imagino que hay personas que muy en el fondo saben que no pueden ser 100% benevolentes, incorruptibles ni nada por el estilo, asi que creo que si vieran que alguien ""le sigue los pasos"" o ""depende de ellos emocionalmente"" y cosas por el estilo <strong>probablemente </strong>se aprovecharian de la persona y de la situacion en algun momento.",FALSE,FALSE,ACM35WAJGNTJC,TRUE
algunos,E incluso puede ser un metodo cientifico en <strong>algunos</strong> niveles como propone el del video.,FALSE,FALSE,ACM35WAJGNTJC,FALSE
supongo,Pues <strong>supongo</strong> que tendrá que ver con nuestra cultura.,FALSE,FALSE,ACM35WAJGNTJC,TRUE
puede,"Esa es una de las razones por las cuales nos han resultado utiles nuestros prejuicios, porque nos han ayudado a construir maquinas, pero estas maquinas tienen que someterse a una revision constante llamada ""mantenimiento"" porque son vulnerables al cambio, y si no hacemos un uso ""adecuado"" de ellas serian victimas de toda la cantidad de desorden y caos que <strong>puede</strong> llegar a haber en la realidad sin la intervencion de nuestros prejuicios y demandas morales y esteticas.",FALSE,FALSE,ACM35WAJGNTJC,TRUE
practicamente,"Es un mero ejemplo,existen muchas más,aunque ya <strong>practicamente</strong> se han perdido.",FALSE,FALSE,ACM35WAJGNTJC,FALSE
suena,"Porque <strong>suena</strong> muy políticamente correcto, pero yo no lo creo.",FALSE,FALSE,ACM35WAJGNTJC,TRUE
un poco,"Ay!, por suerte o por desgracia me he vuelto más egoísta últimamente en ese sentido, quiero decir, ha dejado de interesarme tanto la política como lo hacía antes y me preocupa más la cuestión del ser humano...pero no me voy a poner a desvariar porque este foro es de anarquismo, no del ser humano, que está <strong>un poco</strong> más arriba.",FALSE,FALSE,ACM35WAJGNTJC,FALSE
un par,"De hecho hoy mismo le he planteado a un eterno currante <strong>un par</strong> de cosas al respecto y me ha dicho: ""¿y qué? aunque así fuera nunca lo vas a saber y aunque lo supieras no puedes hacer nada al respecto.",FALSE,FALSE,ACM35WAJGNTJC,TRUE
quiza,"Bajo las sucesivas capas que designan al sujeto, al hombre y a la persona, encontramos el núcleo duro, entero, la mónada cuya identidad nada, salvo la muerte -y <strong>quiza</strong> ni eso-, puede quebrar.",FALSE,FALSE,ACM35WAJGNTJC,TRUE
puede,"Creo que hay casos en los cuales es mas facil prestarle atencion a ideas que se basan en evidencia cientifica o empirica, pero lo bueno de la filosofia es que con ella siempre se <strong>puede</strong> ir mas alla que eso.",TRUE,FALSE,A25SGBOJZLYBJO,TRUE
probablemente,"Me imagino que hay personas que muy en el fondo saben que no pueden ser 100% benevolentes, incorruptibles ni nada por el estilo, asi que creo que si vieran que alguien ""le sigue los pasos"" o ""depende de ellos emocionalmente"" y cosas por el estilo <strong>probablemente </strong>se aprovecharian de la persona y de la situacion en algun momento.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
algunos,E incluso puede ser un metodo cientifico en <strong>algunos</strong> niveles como propone el del video.,FALSE,FALSE,A25SGBOJZLYBJO,TRUE
supongo,Pues <strong>supongo</strong> que tendrá que ver con nuestra cultura.,FALSE,FALSE,A25SGBOJZLYBJO,TRUE
puede,"Esa es una de las razones por las cuales nos han resultado utiles nuestros prejuicios, porque nos han ayudado a construir maquinas, pero estas maquinas tienen que someterse a una revision constante llamada ""mantenimiento"" porque son vulnerables al cambio, y si no hacemos un uso ""adecuado"" de ellas serian victimas de toda la cantidad de desorden y caos que <strong>puede</strong> llegar a haber en la realidad sin la intervencion de nuestros prejuicios y demandas morales y esteticas.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
practicamente,"Es un mero ejemplo,existen muchas más,aunque ya <strong>practicamente</strong> se han perdido.",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
suena,"Porque <strong>suena</strong> muy políticamente correcto, pero yo no lo creo.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
un poco,"Ay!, por suerte o por desgracia me he vuelto más egoísta últimamente en ese sentido, quiero decir, ha dejado de interesarme tanto la política como lo hacía antes y me preocupa más la cuestión del ser humano...pero no me voy a poner a desvariar porque este foro es de anarquismo, no del ser humano, que está <strong>un poco</strong> más arriba.",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
un par,"De hecho hoy mismo le he planteado a un eterno currante <strong>un par</strong> de cosas al respecto y me ha dicho: ""¿y qué? aunque así fuera nunca lo vas a saber y aunque lo supieras no puedes hacer nada al respecto.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
quiza,"Bajo las sucesivas capas que designan al sujeto, al hombre y a la persona, encontramos el núcleo duro, entero, la mónada cuya identidad nada, salvo la muerte -y <strong>quiza</strong> ni eso-, puede quebrar.",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
puede,"Creo que hay casos en los cuales es mas facil prestarle atencion a ideas que se basan en evidencia cientifica o empirica, pero lo bueno de la filosofia es que con ella siempre se <strong>puede</strong> ir mas alla que eso.",TRUE,FALSE,A8PI5IDB1JWDL,TRUE
probablemente,"Me imagino que hay personas que muy en el fondo saben que no pueden ser 100% benevolentes, incorruptibles ni nada por el estilo, asi que creo que si vieran que alguien ""le sigue los pasos"" o ""depende de ellos emocionalmente"" y cosas por el estilo <strong>probablemente </strong>se aprovecharian de la persona y de la situacion en algun momento.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
algunos,E incluso puede ser un metodo cientifico en <strong>algunos</strong> niveles como propone el del video.,FALSE,FALSE,A8PI5IDB1JWDL,FALSE
supongo,Pues <strong>supongo</strong> que tendrá que ver con nuestra cultura.,FALSE,FALSE,A8PI5IDB1JWDL,TRUE
puede,"Esa es una de las razones por las cuales nos han resultado utiles nuestros prejuicios, porque nos han ayudado a construir maquinas, pero estas maquinas tienen que someterse a una revision constante llamada ""mantenimiento"" porque son vulnerables al cambio, y si no hacemos un uso ""adecuado"" de ellas serian victimas de toda la cantidad de desorden y caos que <strong>puede</strong> llegar a haber en la realidad sin la intervencion de nuestros prejuicios y demandas morales y esteticas.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
practicamente,"Es un mero ejemplo,existen muchas más,aunque ya <strong>practicamente</strong> se han perdido.",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
suena,"Porque <strong>suena</strong> muy políticamente correcto, pero yo no lo creo.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
un poco,"Ay!, por suerte o por desgracia me he vuelto más egoísta últimamente en ese sentido, quiero decir, ha dejado de interesarme tanto la política como lo hacía antes y me preocupa más la cuestión del ser humano...pero no me voy a poner a desvariar porque este foro es de anarquismo, no del ser humano, que está <strong>un poco</strong> más arriba.",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
un par,"De hecho hoy mismo le he planteado a un eterno currante <strong>un par</strong> de cosas al respecto y me ha dicho: ""¿y qué? aunque así fuera nunca lo vas a saber y aunque lo supieras no puedes hacer nada al respecto.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
quiza,"Bajo las sucesivas capas que designan al sujeto, al hombre y a la persona, encontramos el núcleo duro, entero, la mónada cuya identidad nada, salvo la muerte -y <strong>quiza</strong> ni eso-, puede quebrar.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
puede,"Creo que hay casos en los cuales es mas facil prestarle atencion a ideas que se basan en evidencia cientifica o empirica, pero lo bueno de la filosofia es que con ella siempre se <strong>puede</strong> ir mas alla que eso.",TRUE,FALSE,A9QHJGVFE2NVE,TRUE
probablemente,"Me imagino que hay personas que muy en el fondo saben que no pueden ser 100% benevolentes, incorruptibles ni nada por el estilo, asi que creo que si vieran que alguien ""le sigue los pasos"" o ""depende de ellos emocionalmente"" y cosas por el estilo <strong>probablemente </strong>se aprovecharian de la persona y de la situacion en algun momento.",FALSE,FALSE,A9QHJGVFE2NVE,FALSE
algunos,E incluso puede ser un metodo cientifico en <strong>algunos</strong> niveles como propone el del video.,FALSE,FALSE,A9QHJGVFE2NVE,FALSE
supongo,Pues <strong>supongo</strong> que tendrá que ver con nuestra cultura.,FALSE,FALSE,A9QHJGVFE2NVE,TRUE
puede,"Esa es una de las razones por las cuales nos han resultado utiles nuestros prejuicios, porque nos han ayudado a construir maquinas, pero estas maquinas tienen que someterse a una revision constante llamada ""mantenimiento"" porque son vulnerables al cambio, y si no hacemos un uso ""adecuado"" de ellas serian victimas de toda la cantidad de desorden y caos que <strong>puede</strong> llegar a haber en la realidad sin la intervencion de nuestros prejuicios y demandas morales y esteticas.",FALSE,FALSE,A9QHJGVFE2NVE,TRUE
practicamente,"Es un mero ejemplo,existen muchas más,aunque ya <strong>practicamente</strong> se han perdido.",FALSE,FALSE,A9QHJGVFE2NVE,TRUE
suena,"Porque <strong>suena</strong> muy políticamente correcto, pero yo no lo creo.",FALSE,FALSE,A9QHJGVFE2NVE,TRUE
un poco,"Ay!, por suerte o por desgracia me he vuelto más egoísta últimamente en ese sentido, quiero decir, ha dejado de interesarme tanto la política como lo hacía antes y me preocupa más la cuestión del ser humano...pero no me voy a poner a desvariar porque este foro es de anarquismo, no del ser humano, que está <strong>un poco</strong> más arriba.",FALSE,FALSE,A9QHJGVFE2NVE,TRUE
un par,"De hecho hoy mismo le he planteado a un eterno currante <strong>un par</strong> de cosas al respecto y me ha dicho: ""¿y qué? aunque así fuera nunca lo vas a saber y aunque lo supieras no puedes hacer nada al respecto.",FALSE,FALSE,A9QHJGVFE2NVE,TRUE
quiza,"Bajo las sucesivas capas que designan al sujeto, al hombre y a la persona, encontramos el núcleo duro, entero, la mónada cuya identidad nada, salvo la muerte -y <strong>quiza</strong> ni eso-, puede quebrar.",FALSE,FALSE,A9QHJGVFE2NVE,FALSE
puede,"Creo que hay casos en los cuales es mas facil prestarle atencion a ideas que se basan en evidencia cientifica o empirica, pero lo bueno de la filosofia es que con ella siempre se <strong>puede</strong> ir mas alla que eso.",TRUE,FALSE,AEN7H01OU26XL,FALSE
probablemente,"Me imagino que hay personas que muy en el fondo saben que no pueden ser 100% benevolentes, incorruptibles ni nada por el estilo, asi que creo que si vieran que alguien ""le sigue los pasos"" o ""depende de ellos emocionalmente"" y cosas por el estilo <strong>probablemente </strong>se aprovecharian de la persona y de la situacion en algun momento.",FALSE,FALSE,AEN7H01OU26XL,TRUE
algunos,E incluso puede ser un metodo cientifico en <strong>algunos</strong> niveles como propone el del video.,FALSE,FALSE,AEN7H01OU26XL,FALSE
supongo,Pues <strong>supongo</strong> que tendrá que ver con nuestra cultura.,FALSE,FALSE,AEN7H01OU26XL,TRUE
puede,"Esa es una de las razones por las cuales nos han resultado utiles nuestros prejuicios, porque nos han ayudado a construir maquinas, pero estas maquinas tienen que someterse a una revision constante llamada ""mantenimiento"" porque son vulnerables al cambio, y si no hacemos un uso ""adecuado"" de ellas serian victimas de toda la cantidad de desorden y caos que <strong>puede</strong> llegar a haber en la realidad sin la intervencion de nuestros prejuicios y demandas morales y esteticas.",FALSE,FALSE,AEN7H01OU26XL,TRUE
practicamente,"Es un mero ejemplo,existen muchas más,aunque ya <strong>practicamente</strong> se han perdido.",FALSE,FALSE,AEN7H01OU26XL,FALSE
suena,"Porque <strong>suena</strong> muy políticamente correcto, pero yo no lo creo.",FALSE,FALSE,AEN7H01OU26XL,TRUE
un poco,"Ay!, por suerte o por desgracia me he vuelto más egoísta últimamente en ese sentido, quiero decir, ha dejado de interesarme tanto la política como lo hacía antes y me preocupa más la cuestión del ser humano...pero no me voy a poner a desvariar porque este foro es de anarquismo, no del ser humano, que está <strong>un poco</strong> más arriba.",FALSE,FALSE,AEN7H01OU26XL,FALSE
un par,"De hecho hoy mismo le he planteado a un eterno currante <strong>un par</strong> de cosas al respecto y me ha dicho: ""¿y qué? aunque así fuera nunca lo vas a saber y aunque lo supieras no puedes hacer nada al respecto.",FALSE,FALSE,AEN7H01OU26XL,TRUE
quiza,"Bajo las sucesivas capas que designan al sujeto, al hombre y a la persona, encontramos el núcleo duro, entero, la mónada cuya identidad nada, salvo la muerte -y <strong>quiza</strong> ni eso-, puede quebrar.",FALSE,FALSE,AEN7H01OU26XL,FALSE
puede,"Creo que hay casos en los cuales es mas facil prestarle atencion a ideas que se basan en evidencia cientifica o empirica, pero lo bueno de la filosofia es que con ella siempre se <strong>puede</strong> ir mas alla que eso.",TRUE,FALSE,ACT80KAZRN7TX,FALSE
probablemente,"Me imagino que hay personas que muy en el fondo saben que no pueden ser 100% benevolentes, incorruptibles ni nada por el estilo, asi que creo que si vieran que alguien ""le sigue los pasos"" o ""depende de ellos emocionalmente"" y cosas por el estilo <strong>probablemente </strong>se aprovecharian de la persona y de la situacion en algun momento.",FALSE,FALSE,ACT80KAZRN7TX,TRUE
algunos,E incluso puede ser un metodo cientifico en <strong>algunos</strong> niveles como propone el del video.,FALSE,FALSE,ACT80KAZRN7TX,TRUE
supongo,Pues <strong>supongo</strong> que tendrá que ver con nuestra cultura.,FALSE,FALSE,ACT80KAZRN7TX,TRUE
puede,"Esa es una de las razones por las cuales nos han resultado utiles nuestros prejuicios, porque nos han ayudado a construir maquinas, pero estas maquinas tienen que someterse a una revision constante llamada ""mantenimiento"" porque son vulnerables al cambio, y si no hacemos un uso ""adecuado"" de ellas serian victimas de toda la cantidad de desorden y caos que <strong>puede</strong> llegar a haber en la realidad sin la intervencion de nuestros prejuicios y demandas morales y esteticas.",FALSE,FALSE,ACT80KAZRN7TX,TRUE
practicamente,"Es un mero ejemplo,existen muchas más,aunque ya <strong>practicamente</strong> se han perdido.",FALSE,FALSE,ACT80KAZRN7TX,TRUE
suena,"Porque <strong>suena</strong> muy políticamente correcto, pero yo no lo creo.",FALSE,FALSE,ACT80KAZRN7TX,TRUE
un poco,"Ay!, por suerte o por desgracia me he vuelto más egoísta últimamente en ese sentido, quiero decir, ha dejado de interesarme tanto la política como lo hacía antes y me preocupa más la cuestión del ser humano...pero no me voy a poner a desvariar porque este foro es de anarquismo, no del ser humano, que está <strong>un poco</strong> más arriba.",FALSE,FALSE,ACT80KAZRN7TX,TRUE
un par,"De hecho hoy mismo le he planteado a un eterno currante <strong>un par</strong> de cosas al respecto y me ha dicho: ""¿y qué? aunque así fuera nunca lo vas a saber y aunque lo supieras no puedes hacer nada al respecto.",FALSE,FALSE,ACT80KAZRN7TX,TRUE
quiza,"Bajo las sucesivas capas que designan al sujeto, al hombre y a la persona, encontramos el núcleo duro, entero, la mónada cuya identidad nada, salvo la muerte -y <strong>quiza</strong> ni eso-, puede quebrar.",FALSE,FALSE,ACT80KAZRN7TX,TRUE
puede,"Creo que hay casos en los cuales es mas facil prestarle atencion a ideas que se basan en evidencia cientifica o empirica, pero lo bueno de la filosofia es que con ella siempre se <strong>puede</strong> ir mas alla que eso.",TRUE,FALSE,A26Y4BFHJE7MN4,TRUE
probablemente,"Me imagino que hay personas que muy en el fondo saben que no pueden ser 100% benevolentes, incorruptibles ni nada por el estilo, asi que creo que si vieran que alguien ""le sigue los pasos"" o ""depende de ellos emocionalmente"" y cosas por el estilo <strong>probablemente </strong>se aprovecharian de la persona y de la situacion en algun momento.",FALSE,FALSE,A26Y4BFHJE7MN4,FALSE
algunos,E incluso puede ser un metodo cientifico en <strong>algunos</strong> niveles como propone el del video.,FALSE,FALSE,A26Y4BFHJE7MN4,TRUE
supongo,Pues <strong>supongo</strong> que tendrá que ver con nuestra cultura.,FALSE,FALSE,A26Y4BFHJE7MN4,TRUE
puede,"Esa es una de las razones por las cuales nos han resultado utiles nuestros prejuicios, porque nos han ayudado a construir maquinas, pero estas maquinas tienen que someterse a una revision constante llamada ""mantenimiento"" porque son vulnerables al cambio, y si no hacemos un uso ""adecuado"" de ellas serian victimas de toda la cantidad de desorden y caos que <strong>puede</strong> llegar a haber en la realidad sin la intervencion de nuestros prejuicios y demandas morales y esteticas.",FALSE,FALSE,A26Y4BFHJE7MN4,FALSE
practicamente,"Es un mero ejemplo,existen muchas más,aunque ya <strong>practicamente</strong> se han perdido.",FALSE,FALSE,A26Y4BFHJE7MN4,
suena,"Porque <strong>suena</strong> muy políticamente correcto, pero yo no lo creo.",FALSE,FALSE,A26Y4BFHJE7MN4,TRUE
un poco,"Ay!, por suerte o por desgracia me he vuelto más egoísta últimamente en ese sentido, quiero decir, ha dejado de interesarme tanto la política como lo hacía antes y me preocupa más la cuestión del ser humano...pero no me voy a poner a desvariar porque este foro es de anarquismo, no del ser humano, que está <strong>un poco</strong> más arriba.",FALSE,FALSE,A26Y4BFHJE7MN4,TRUE
un par,"De hecho hoy mismo le he planteado a un eterno currante <strong>un par</strong> de cosas al respecto y me ha dicho: ""¿y qué? aunque así fuera nunca lo vas a saber y aunque lo supieras no puedes hacer nada al respecto.",FALSE,FALSE,A26Y4BFHJE7MN4,TRUE
quiza,"Bajo las sucesivas capas que designan al sujeto, al hombre y a la persona, encontramos el núcleo duro, entero, la mónada cuya identidad nada, salvo la muerte -y <strong>quiza</strong> ni eso-, puede quebrar.",FALSE,FALSE,A26Y4BFHJE7MN4,TRUE
suena,"fe razonada,,me <strong>suena</strong> a creencia con culpa..necesito justificar ante el mundo y ante mi que creo y porque creo ?",TRUE,TRUE,ACT80KAZRN7TX,TRUE
virtualmente,"Por lo que respecta, aunque esta palabra no es apropiada, a las «tesis», y concretamente a aquella que concierne a una diferencia irreductible a la oposición dialéctica, una diferencia «más profunda» que una contradicción (Différence et Répètition), una diferencia en la afirmación felizmente repetida («sí, sí»), la asunción del simulacro, Deleuze sigue siendo sin duda, a pesar de tantas diferencias, aquel de quien me he considerado siempre más cerca de entre todos los de esta «generación», jamás he sentido la menor «objeción» insinuarse en mí, ya fuese <strong>virtualmente</strong>, contra ninguno de sus discursos, incluso si ha sucedido a veces que haya protestado contra tal o cual proposición de L'Anti-dipe (se lo dije un día mientras volvíamos juntos en coche de Nanterre, después de haber asistido a la lectura de una tesis sobre Spinoza) o tal vez contra la idea de que la filosofía consista en «crear» conceptos.",FALSE,FALSE,ACT80KAZRN7TX,FALSE
relativamente,"Un apartado para las cosas actuales y <strong>relativamente</strong> nimias donde cabrían temas como ""incluir en el código penal las mentiras de los políticos"" o relativos al aborto, a la homosexualidad, ""del dar patatas a un balón"" etcétera.",FALSE,FALSE,ACT80KAZRN7TX,TRUE
hay quien,<strong>hay quien</strong> no quiere aceptarla,FALSE,FALSE,ACT80KAZRN7TX,TRUE
sugiero,"Personalmente te <strong>sugiero</strong> El Método de Descartes, del que aprenderás alguno que otro secretillo interesante jo jo; después, lo que sea que te encontrés.",FALSE,FALSE,ACT80KAZRN7TX,TRUE
aproximadamente,Creo que a día de hoy son bastantes más años.El juego viene estando anunciado desde el 98-99 <strong>aproximadamente</strong>.,FALSE,FALSE,ACT80KAZRN7TX,TRUE
medio,provocar y exigir reverencia respecto a uno mismo: ascetismo como <strong>medio</strong> de poder:,FALSE,FALSE,ACT80KAZRN7TX,TRUE
bastante,Aquel es mucho mucho más fuerte y dañino que el sexual que puede tener <strong>bastante</strong> gente.,FALSE,FALSE,ACT80KAZRN7TX,TRUE
relativamente,"Hace <strong>relativamente</strong> poco me empece a interesar por la historia de las matematicas, encontre un libro bastante interesante ""la hitoira de las matematicas"" Development of mathematics, de E T bell, aunqeu un poco viejo (1940) parece ser un de las fuentes mas relevantes sobre el tema hasta nuestros dias (mencionado por Gardner ) en inteligencias multiples.",FALSE,FALSE,ACT80KAZRN7TX,TRUE
tal vez,o <strong>tal vez</strong> todas son validas bajo determinadas cirunstancias.,FALSE,FALSE,ACT80KAZRN7TX,TRUE
suena,"fe razonada,,me <strong>suena</strong> a creencia con culpa..necesito justificar ante el mundo y ante mi que creo y porque creo ?",TRUE,TRUE,ACM35WAJGNTJC,TRUE
virtualmente,"Por lo que respecta, aunque esta palabra no es apropiada, a las «tesis», y concretamente a aquella que concierne a una diferencia irreductible a la oposición dialéctica, una diferencia «más profunda» que una contradicción (Différence et Répètition), una diferencia en la afirmación felizmente repetida («sí, sí»), la asunción del simulacro, Deleuze sigue siendo sin duda, a pesar de tantas diferencias, aquel de quien me he considerado siempre más cerca de entre todos los de esta «generación», jamás he sentido la menor «objeción» insinuarse en mí, ya fuese <strong>virtualmente</strong>, contra ninguno de sus discursos, incluso si ha sucedido a veces que haya protestado contra tal o cual proposición de L'Anti-dipe (se lo dije un día mientras volvíamos juntos en coche de Nanterre, después de haber asistido a la lectura de una tesis sobre Spinoza) o tal vez contra la idea de que la filosofía consista en «crear» conceptos.",FALSE,FALSE,ACM35WAJGNTJC,TRUE
relativamente,"Un apartado para las cosas actuales y <strong>relativamente</strong> nimias donde cabrían temas como ""incluir en el código penal las mentiras de los políticos"" o relativos al aborto, a la homosexualidad, ""del dar patatas a un balón"" etcétera.",FALSE,FALSE,ACM35WAJGNTJC,TRUE
hay quien,<strong>hay quien</strong> no quiere aceptarla,FALSE,FALSE,ACM35WAJGNTJC,TRUE
sugiero,"Personalmente te <strong>sugiero</strong> El Método de Descartes, del que aprenderás alguno que otro secretillo interesante jo jo; después, lo que sea que te encontrés.",FALSE,FALSE,ACM35WAJGNTJC,TRUE
aproximadamente,Creo que a día de hoy son bastantes más años.El juego viene estando anunciado desde el 98-99 <strong>aproximadamente</strong>.,FALSE,FALSE,ACM35WAJGNTJC,TRUE
medio,provocar y exigir reverencia respecto a uno mismo: ascetismo como <strong>medio</strong> de poder:,FALSE,FALSE,ACM35WAJGNTJC,FALSE
bastante,Aquel es mucho mucho más fuerte y dañino que el sexual que puede tener <strong>bastante</strong> gente.,FALSE,FALSE,ACM35WAJGNTJC,TRUE
relativamente,"Hace <strong>relativamente</strong> poco me empece a interesar por la historia de las matematicas, encontre un libro bastante interesante ""la hitoira de las matematicas"" Development of mathematics, de E T bell, aunqeu un poco viejo (1940) parece ser un de las fuentes mas relevantes sobre el tema hasta nuestros dias (mencionado por Gardner ) en inteligencias multiples.",FALSE,FALSE,ACM35WAJGNTJC,TRUE
tal vez,o <strong>tal vez</strong> todas son validas bajo determinadas cirunstancias.,FALSE,FALSE,ACM35WAJGNTJC,TRUE
suena,"fe razonada,,me <strong>suena</strong> a creencia con culpa..necesito justificar ante el mundo y ante mi que creo y porque creo ?",TRUE,TRUE,AEN7H01OU26XL,TRUE
virtualmente,"Por lo que respecta, aunque esta palabra no es apropiada, a las «tesis», y concretamente a aquella que concierne a una diferencia irreductible a la oposición dialéctica, una diferencia «más profunda» que una contradicción (Différence et Répètition), una diferencia en la afirmación felizmente repetida («sí, sí»), la asunción del simulacro, Deleuze sigue siendo sin duda, a pesar de tantas diferencias, aquel de quien me he considerado siempre más cerca de entre todos los de esta «generación», jamás he sentido la menor «objeción» insinuarse en mí, ya fuese <strong>virtualmente</strong>, contra ninguno de sus discursos, incluso si ha sucedido a veces que haya protestado contra tal o cual proposición de L'Anti-dipe (se lo dije un día mientras volvíamos juntos en coche de Nanterre, después de haber asistido a la lectura de una tesis sobre Spinoza) o tal vez contra la idea de que la filosofía consista en «crear» conceptos.",FALSE,FALSE,AEN7H01OU26XL,TRUE
relativamente,"Un apartado para las cosas actuales y <strong>relativamente</strong> nimias donde cabrían temas como ""incluir en el código penal las mentiras de los políticos"" o relativos al aborto, a la homosexualidad, ""del dar patatas a un balón"" etcétera.",FALSE,FALSE,AEN7H01OU26XL,TRUE
hay quien,<strong>hay quien</strong> no quiere aceptarla,FALSE,FALSE,AEN7H01OU26XL,TRUE
sugiero,"Personalmente te <strong>sugiero</strong> El Método de Descartes, del que aprenderás alguno que otro secretillo interesante jo jo; después, lo que sea que te encontrés.",FALSE,FALSE,AEN7H01OU26XL,TRUE
aproximadamente,Creo que a día de hoy son bastantes más años.El juego viene estando anunciado desde el 98-99 <strong>aproximadamente</strong>.,FALSE,FALSE,AEN7H01OU26XL,TRUE
medio,provocar y exigir reverencia respecto a uno mismo: ascetismo como <strong>medio</strong> de poder:,FALSE,FALSE,AEN7H01OU26XL,TRUE
bastante,Aquel es mucho mucho más fuerte y dañino que el sexual que puede tener <strong>bastante</strong> gente.,FALSE,FALSE,AEN7H01OU26XL,TRUE
relativamente,"Hace <strong>relativamente</strong> poco me empece a interesar por la historia de las matematicas, encontre un libro bastante interesante ""la hitoira de las matematicas"" Development of mathematics, de E T bell, aunqeu un poco viejo (1940) parece ser un de las fuentes mas relevantes sobre el tema hasta nuestros dias (mencionado por Gardner ) en inteligencias multiples.",FALSE,FALSE,AEN7H01OU26XL,TRUE
tal vez,o <strong>tal vez</strong> todas son validas bajo determinadas cirunstancias.,FALSE,FALSE,AEN7H01OU26XL,TRUE
suena,"fe razonada,,me <strong>suena</strong> a creencia con culpa..necesito justificar ante el mundo y ante mi que creo y porque creo ?",TRUE,TRUE,A25SGBOJZLYBJO,TRUE
virtualmente,"Por lo que respecta, aunque esta palabra no es apropiada, a las «tesis», y concretamente a aquella que concierne a una diferencia irreductible a la oposición dialéctica, una diferencia «más profunda» que una contradicción (Différence et Répètition), una diferencia en la afirmación felizmente repetida («sí, sí»), la asunción del simulacro, Deleuze sigue siendo sin duda, a pesar de tantas diferencias, aquel de quien me he considerado siempre más cerca de entre todos los de esta «generación», jamás he sentido la menor «objeción» insinuarse en mí, ya fuese <strong>virtualmente</strong>, contra ninguno de sus discursos, incluso si ha sucedido a veces que haya protestado contra tal o cual proposición de L'Anti-dipe (se lo dije un día mientras volvíamos juntos en coche de Nanterre, después de haber asistido a la lectura de una tesis sobre Spinoza) o tal vez contra la idea de que la filosofía consista en «crear» conceptos.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
relativamente,"Un apartado para las cosas actuales y <strong>relativamente</strong> nimias donde cabrían temas como ""incluir en el código penal las mentiras de los políticos"" o relativos al aborto, a la homosexualidad, ""del dar patatas a un balón"" etcétera.",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
hay quien,<strong>hay quien</strong> no quiere aceptarla,FALSE,FALSE,A25SGBOJZLYBJO,FALSE
sugiero,"Personalmente te <strong>sugiero</strong> El Método de Descartes, del que aprenderás alguno que otro secretillo interesante jo jo; después, lo que sea que te encontrés.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
aproximadamente,Creo que a día de hoy son bastantes más años.El juego viene estando anunciado desde el 98-99 <strong>aproximadamente</strong>.,FALSE,FALSE,A25SGBOJZLYBJO,TRUE
medio,provocar y exigir reverencia respecto a uno mismo: ascetismo como <strong>medio</strong> de poder:,FALSE,FALSE,A25SGBOJZLYBJO,TRUE
bastante,Aquel es mucho mucho más fuerte y dañino que el sexual que puede tener <strong>bastante</strong> gente.,FALSE,FALSE,A25SGBOJZLYBJO,FALSE
relativamente,"Hace <strong>relativamente</strong> poco me empece a interesar por la historia de las matematicas, encontre un libro bastante interesante ""la hitoira de las matematicas"" Development of mathematics, de E T bell, aunqeu un poco viejo (1940) parece ser un de las fuentes mas relevantes sobre el tema hasta nuestros dias (mencionado por Gardner ) en inteligencias multiples.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
tal vez,o <strong>tal vez</strong> todas son validas bajo determinadas cirunstancias.,FALSE,FALSE,A25SGBOJZLYBJO,TRUE
